Timestamp,Status,Description
2023-10-13 06:40:10,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 06:51:55,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 07:14:12,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 07:27:53,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 07:39:48,Check Case Status,Already have an Account? Login
2023-10-13 07:51:08,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 08:13:58,Check Case Status,Already have an Account? Login
2023-10-13 08:47:08,Check Case Status,Already have an Account? Login
2023-10-13 09:06:45,Check Case Status,Already have an Account? Login
2023-10-13 09:28:30,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 09:40:29,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 09:56:01,Check Case Status,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 10:15:34,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 10:31:33,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 10:43:04,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 10:58:32,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 11:20:20,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 11:31:53,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 11:43:49,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 11:58:16,Check Case Status,Already have an Account? Login
2023-10-13 12:24:51,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 12:41:46,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 12:52:36,Check Case Status,Already have an Account? Login
2023-10-13 13:14:46,Check Case Status,Already have an Account? Login
2023-10-13 13:29:41,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 13:52:43,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 14:22:12,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 14:40:08,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 14:51:44,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 15:06:13,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 15:18:51,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 15:30:18,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 15:42:17,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 15:58:12,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 16:20:42,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 16:32:40,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 16:48:12,Check Case Status,Already have an Account? Login
2023-10-13 16:59:50,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 17:17:56,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 17:29:07,Check Case Status,Already have an Account? Login
2023-10-13 17:41:01,Check Case Status,Already have an Account? Login
2023-10-13 17:52:18,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 18:31:04,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 18:42:32,Check Case Status,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 18:58:41,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 19:19:14,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 19:42:27,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 19:58:43,Check Case Status,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 21:17:47,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 21:58:48,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 22:22:59,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 22:50:24,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 23:01:33,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 23:20:04,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 23:31:52,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 23:43:11,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-13 23:58:44,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 00:22:23,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 00:38:42,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 00:49:50,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 01:02:04,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 01:20:56,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 01:32:55,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 01:48:19,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 01:59:59,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 02:24:50,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 02:38:46,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 02:50:34,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 03:02:50,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 03:19:50,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 03:31:03,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 03:42:34,Check Case Status,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 03:58:37,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 04:21:37,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 04:33:07,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 04:48:25,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 04:59:59,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 05:17:28,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 05:29:26,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 05:41:14,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 05:52:28,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 06:15:57,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 06:30:10,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 06:41:33,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 07:13:24,Check Case Status,Already have an Account? Login
2023-10-14 07:28:27,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 07:39:57,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 07:51:40,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 08:12:52,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 08:43:28,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 09:00:10,Check Case Status,Already have an Account? Login
2023-10-14 09:32:20,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 09:48:19,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 10:00:04,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 10:17:35,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 10:29:28,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 10:40:56,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 10:52:55,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 11:14:47,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
